id,birth_year,age,cohort,gender,region,migration_bg,parent_edu,parent_isei,books_home_15,urban_origin,edu,edu_years,n_children,first_job_isei,employed,work_hours,current_isei
580,1987,39,younger,female,fr,second_gen,upper_sec,,1.0,1,matura_hv,13.95,0,42,1,32.4,45.0
581,1977,49,middle,male,de,first_gen,upper_sec,53.0,5.0,1,vet,11.57,1,34,1,38.9,41.0
582,1972,54,older,female,fr,second_gen,upper_sec,55.0,4.0,1,vet,11.69,3,57,1,29.8,39.0
583,1996,30,younger,male,de,first_gen,upper_sec,44.0,2.0,1,vet,11.33,1,38,1,49.4,24.0
584,1977,49,middle,male,de,none,compulsory,30.0,3.0,1,vet,12.73,1,34,0,,
585,1980,46,middle,male,de,first_gen,compulsory,,2.0,1,matura_hv,14.15,2,33,1,43.0,39.0
586,1983,43,middle,female,it,none,tertiary,61.0,5.0,0,tertiary,17.69,4,77,1,12.9,59.0
587,1990,36,younger,female,de,none,upper_sec,30.0,3.0,1,matura_hv,13.79,1,44,1,39.9,42.0
588,1961,65,older,female,de,none,tertiary,49.0,4.0,0,matura_hv,14.34,2,50,1,30.2,42.0
589,1982,44,middle,male,de,first_gen,upper_sec,47.0,,0,vet,12.54,0,53,1,48.5,40.0
590,1988,38,younger,male,de,none,upper_sec,42.0,3.0,0,matura_hv,15.16,1,56,1,34.0,66.0
591,1983,43,middle,female,de,none,upper_sec,50.0,1.0,1,vet,12.92,1,53,1,48.8,58.0
592,1963,63,older,male,fr,first_gen,compulsory,,2.0,0,compulsory,8.17,1,40,1,39.1,21.0
593,1988,38,younger,male,de,none,tertiary,76.0,5.0,1,tertiary,16.71,1,56,1,41.3,62.0
594,1989,37,younger,male,de,second_gen,tertiary,39.0,2.0,1,matura_hv,14.75,0,47,1,44.6,42.0
595,1995,31,younger,female,it,second_gen,upper_sec,46.0,4.0,0,matura_hv,14.92,0,41,1,38.5,56.0
596,1964,62,older,male,fr,none,upper_sec,45.0,4.0,1,vet,12.61,4,39,1,34.1,69.0
597,1993,33,younger,female,fr,none,upper_sec,42.0,2.0,1,vet,12.7,1,36,1,34.7,42.0
598,1990,36,younger,female,de,none,compulsory,27.0,1.0,0,vet,12.97,0,44,1,28.7,37.0
599,1974,52,older,male,fr,none,upper_sec,47.0,3.0,0,vet,11.31,2,36,1,39.6,49.0
600,1974,52,older,male,de,none,upper_sec,39.0,3.0,1,vet,12.92,1,36,1,34.3,35.0
601,1983,43,middle,male,de,none,tertiary,81.0,5.0,0,tertiary,18.29,2,68,1,33.6,62.0
602,1992,34,younger,male,de,second_gen,tertiary,,4.0,1,matura_hv,14.67,0,61,1,40.1,45.0
603,1962,64,older,female,fr,none,upper_sec,44.0,2.0,0,tertiary,17.71,1,59,1,35.3,60.0
604,1973,53,older,female,de,second_gen,tertiary,33.0,1.0,0,vet,11.18,0,39,1,42.6,48.0
605,1989,37,younger,male,de,second_gen,upper_sec,50.0,3.0,0,matura_hv,13.59,1,30,1,48.5,65.0
606,1976,50,middle,male,fr,none,upper_sec,50.0,3.0,0,matura_hv,14.33,3,39,1,39.4,45.0
607,1993,33,younger,other,de,none,upper_sec,48.0,2.0,1,compulsory,8.72,0,35,1,52.6,20.0
608,1967,59,older,female,de,none,upper_sec,,4.0,1,vet,11.24,0,21,1,37.5,27.0
609,1969,57,older,male,fr,none,tertiary,54.0,4.0,1,tertiary,17.22,1,53,1,28.8,61.0
610,1984,42,middle,male,fr,none,compulsory,31.0,,0,matura_hv,13.92,2,51,1,24.3,73.0
611,1975,51,older,female,de,second_gen,compulsory,,1.0,0,compulsory,8.42,0,35,1,39.9,38.0
612,1966,60,older,male,fr,none,upper_sec,50.0,2.0,0,vet,11.83,4,46,1,33.9,48.0
613,1980,46,middle,male,fr,first_gen,upper_sec,40.0,2.0,1,vet,11.2,1,40,1,34.3,32.0
614,1975,51,older,male,fr,first_gen,compulsory,33.0,1.0,0,vet,11.87,2,21,1,42.8,41.0
615,1985,41,middle,male,de,first_gen,compulsory,,1.0,1,vet,11.94,2,41,1,40.1,28.0
616,1963,63,older,female,de,none,upper_sec,29.0,3.0,1,matura_hv,14.1,2,35,1,23.4,24.0
617,1995,31,younger,male,fr,none,tertiary,68.0,5.0,1,matura_hv,15.32,2,64,0,,
618,1979,47,middle,male,fr,none,tertiary,53.0,4.0,0,tertiary,17.97,3,54,1,37.7,69.0
619,1979,47,middle,female,de,first_gen,upper_sec,41.0,5.0,1,vet,11.68,1,29,1,37.1,37.0
620,1978,48,middle,female,de,none,tertiary,83.0,5.0,1,matura_hv,13.51,2,48,1,27.6,34.0
621,1975,51,older,male,fr,none,upper_sec,52.0,4.0,1,tertiary,17.13,1,61,1,38.4,82.0
622,1996,30,younger,female,de,second_gen,tertiary,64.0,4.0,1,tertiary,18.24,0,72,1,39.1,73.0
623,1986,40,younger,male,de,none,compulsory,23.0,2.0,0,tertiary,16.66,1,64,1,43.6,46.0
624,1995,31,younger,male,de,none,upper_sec,44.0,3.0,0,vet,11.64,1,25,1,38.4,24.0
625,1990,36,younger,female,de,none,tertiary,64.0,2.0,1,tertiary,17.52,2,32,1,32.9,42.0
626,1978,48,middle,female,de,first_gen,compulsory,21.0,1.0,0,vet,12.75,3,28,0,,
627,1961,65,older,male,de,first_gen,tertiary,43.0,4.0,0,matura_hv,14.76,1,59,1,42.1,80.0
628,1985,41,middle,female,fr,none,tertiary,42.0,3.0,0,tertiary,17.87,1,76,1,20.5,76.0
629,1973,53,older,male,fr,none,tertiary,53.0,4.0,1,vet,11.71,1,47,1,46.3,51.0
630,1965,61,older,female,de,second_gen,compulsory,30.0,4.0,0,compulsory,9.54,1,58,1,38.4,43.0
631,1962,64,older,female,de,none,upper_sec,52.0,4.0,1,matura_hv,13.98,0,35,1,40.9,35.0
632,1962,64,older,male,de,none,upper_sec,52.0,4.0,1,vet,11.52,1,56,1,40.9,66.0
633,1977,49,middle,male,it,none,upper_sec,41.0,2.0,0,vet,12.05,1,25,1,41.1,50.0
634,1992,34,younger,male,fr,first_gen,compulsory,24.0,1.0,1,vet,11.74,2,49,1,42.5,41.0
635,1988,38,younger,male,de,none,tertiary,59.0,3.0,1,tertiary,16.95,0,45,1,54.1,72.0
636,1973,53,older,male,de,first_gen,upper_sec,50.0,4.0,0,vet,11.6,2,52,1,40.8,32.0
637,1968,58,older,male,fr,none,upper_sec,74.0,3.0,0,matura_hv,14.26,1,56,1,45.7,60.0
638,1986,40,younger,female,fr,none,upper_sec,,1.0,0,vet,11.27,0,39,1,47.4,61.0
639,1962,64,older,female,de,none,upper_sec,53.0,4.0,1,matura_hv,15.16,1,54,1,40.5,44.0
640,1968,58,older,female,de,second_gen,upper_sec,52.0,2.0,1,vet,11.78,4,41,1,14.1,30.0
641,1968,58,older,female,de,first_gen,upper_sec,69.0,4.0,1,vet,11.25,4,51,0,,
642,1991,35,younger,male,de,none,upper_sec,,2.0,0,vet,12.77,0,30,1,49.2,32.0
643,1979,47,middle,female,it,none,compulsory,40.0,3.0,1,vet,11.48,1,30,1,24.8,21.0
644,1971,55,older,female,it,none,upper_sec,,2.0,0,vet,11.98,1,36,1,33.0,44.0
645,1995,31,younger,male,fr,none,upper_sec,37.0,5.0,1,vet,11.26,1,28,1,47.8,33.0
646,1988,38,younger,female,de,none,tertiary,82.0,5.0,1,tertiary,17.26,2,69,1,22.4,72.0
647,1975,51,older,male,de,first_gen,upper_sec,38.0,4.0,0,vet,11.63,2,42,1,48.8,40.0
648,1992,34,younger,male,fr,first_gen,upper_sec,20.0,2.0,0,matura_hv,15.16,2,51,1,47.3,51.0
649,1968,58,older,male,fr,none,compulsory,16.0,1.0,0,vet,11.91,1,34,1,45.0,53.0
650,1961,65,older,female,de,none,upper_sec,39.0,3.0,1,tertiary,17.76,1,59,1,42.9,57.0
651,1979,47,middle,male,de,none,upper_sec,,1.0,0,vet,11.35,1,39,1,35.6,36.0
652,1979,47,middle,female,fr,second_gen,tertiary,63.0,3.0,0,tertiary,16.73,1,47,1,29.1,68.0
653,1969,57,older,female,de,second_gen,upper_sec,41.0,3.0,1,vet,12.84,1,58,1,43.7,49.0
654,1990,36,younger,male,de,none,upper_sec,,,0,vet,11.95,0,38,1,41.0,42.0
655,1961,65,older,female,de,none,compulsory,27.0,4.0,1,compulsory,9.1,3,29,1,17.0,33.0
656,1973,53,older,female,de,none,tertiary,68.0,3.0,1,tertiary,18.32,1,57,1,16.6,43.0
657,1994,32,younger,female,de,none,compulsory,20.0,3.0,0,vet,11.43,0,38,1,44.9,35.0
658,1972,54,older,female,de,none,upper_sec,47.0,1.0,0,vet,12.47,3,56,1,13.5,56.0
659,1994,32,younger,female,de,none,upper_sec,41.0,3.0,0,vet,11.36,1,37,1,34.3,25.0
660,1986,40,younger,male,de,first_gen,upper_sec,40.0,3.0,0,vet,12.3,0,53,1,41.1,52.0
661,1966,60,older,male,de,second_gen,compulsory,,2.0,0,vet,12.92,2,46,1,36.6,42.0
662,1987,39,younger,female,de,first_gen,compulsory,,2.0,0,tertiary,17.79,1,73,1,37.6,58.0
663,1993,33,younger,male,de,none,upper_sec,40.0,5.0,0,tertiary,18.0,2,62,1,28.5,81.0
664,1991,35,younger,female,de,none,tertiary,65.0,4.0,1,matura_hv,14.02,0,54,1,38.7,79.0
665,1971,55,older,male,de,second_gen,compulsory,50.0,3.0,1,matura_hv,13.54,4,65,1,32.0,61.0
666,1994,32,younger,male,de,none,compulsory,29.0,2.0,0,vet,12.31,1,27,1,32.7,24.0
667,1980,46,middle,male,de,none,tertiary,76.0,4.0,0,tertiary,17.89,1,43,1,43.2,66.0
668,1965,61,older,female,de,first_gen,tertiary,,4.0,1,tertiary,16.71,1,52,1,44.1,50.0
669,1967,59,older,male,de,second_gen,upper_sec,57.0,4.0,0,vet,12.87,1,24,1,48.6,16.0
670,1962,64,older,female,de,none,upper_sec,52.0,3.0,1,vet,12.19,0,53,1,52.9,68.0
671,1964,62,older,female,fr,second_gen,compulsory,16.0,2.0,0,compulsory,8.67,1,24,0,,
672,1973,53,older,female,fr,first_gen,compulsory,40.0,1.0,1,vet,12.94,2,40,1,23.9,40.0
673,1995,31,younger,male,de,first_gen,tertiary,63.0,2.0,1,matura_hv,14.12,1,54,1,36.2,27.0
674,1984,42,middle,female,de,first_gen,compulsory,,1.0,1,matura_hv,14.08,2,19,1,34.1,31.0
675,1975,51,older,female,de,none,compulsory,36.0,2.0,0,compulsory,8.34,1,39,1,33.4,35.0
676,1988,38,younger,male,de,none,upper_sec,,2.0,1,vet,12.17,2,49,1,53.5,31.0
677,1974,52,older,male,de,none,compulsory,33.0,4.0,1,matura_hv,14.32,2,46,1,29.2,76.0
678,1984,42,middle,female,de,none,upper_sec,73.0,3.0,1,matura_hv,14.05,0,52,1,41.1,59.0
679,1995,31,younger,female,de,none,tertiary,52.0,4.0,1,vet,11.54,1,44,1,41.6,53.0
680,1991,35,younger,male,de,none,upper_sec,30.0,2.0,0,vet,12.36,2,38,1,36.3,46.0
681,1973,53,older,female,de,first_gen,compulsory,,2.0,0,compulsory,8.05,1,20,1,28.7,16.0
682,1962,64,older,male,de,second_gen,compulsory,,1.0,0,compulsory,8.36,1,21,1,55.8,37.0
683,1973,53,older,female,de,second_gen,tertiary,70.0,5.0,0,matura_hv,15.28,2,30,1,37.1,39.0
684,1991,35,younger,female,fr,second_gen,upper_sec,23.0,2.0,0,tertiary,17.32,0,53,1,34.4,45.0
685,1985,41,middle,male,de,none,upper_sec,63.0,3.0,0,compulsory,8.23,0,34,1,44.4,33.0
686,1964,62,older,female,de,none,compulsory,21.0,1.0,0,vet,11.79,3,45,1,22.0,36.0
687,1978,48,middle,male,de,second_gen,upper_sec,34.0,2.0,1,vet,11.77,1,45,1,44.1,44.0
688,1979,47,middle,male,de,none,compulsory,37.0,3.0,1,vet,12.51,3,35,1,42.5,28.0
689,1996,30,younger,female,de,none,compulsory,,1.0,1,matura_hv,15.19,1,36,0,,
690,1967,59,older,male,de,none,compulsory,,1.0,0,vet,11.63,2,30,0,,
691,1972,54,older,female,de,first_gen,upper_sec,53.0,3.0,0,tertiary,16.96,1,48,1,27.9,50.0
692,1993,33,younger,female,de,none,tertiary,41.0,4.0,1,vet,11.02,1,30,1,32.4,30.0
693,1996,30,younger,female,de,none,upper_sec,55.0,4.0,0,matura_hv,14.82,0,49,1,37.3,39.0
694,1995,31,younger,male,it,none,tertiary,48.0,5.0,0,vet,11.43,0,36,1,43.9,43.0
695,1987,39,younger,female,de,first_gen,upper_sec,,3.0,0,vet,11.21,1,34,1,27.5,16.0
696,1990,36,younger,male,de,none,upper_sec,61.0,,1,tertiary,18.26,1,64,1,45.2,61.0
697,1970,56,older,male,de,first_gen,upper_sec,53.0,5.0,1,vet,12.26,3,39,1,33.4,30.0
698,1994,32,younger,female,de,first_gen,tertiary,,3.0,1,matura_hv,15.35,0,62,1,29.4,59.0
699,1967,59,older,male,it,none,tertiary,76.0,5.0,0,tertiary,17.55,1,59,1,52.5,90.0
700,1980,46,middle,male,de,second_gen,compulsory,23.0,2.0,0,vet,11.5,0,36,1,34.3,33.0
701,1994,32,younger,female,de,first_gen,tertiary,53.0,3.0,1,tertiary,17.82,2,59,1,38.5,67.0
702,1976,50,middle,female,de,none,compulsory,19.0,1.0,1,vet,12.19,2,39,1,25.7,31.0
703,1989,37,younger,female,de,none,tertiary,71.0,2.0,1,tertiary,16.82,0,63,1,41.2,76.0
704,1978,48,middle,female,it,first_gen,upper_sec,54.0,4.0,1,vet,11.01,1,58,1,34.5,62.0
705,1978,48,middle,male,de,none,upper_sec,72.0,2.0,0,vet,12.01,4,43,1,35.2,53.0
706,1992,34,younger,male,de,second_gen,tertiary,58.0,4.0,1,matura_hv,14.35,1,62,1,47.0,48.0
707,1993,33,younger,female,fr,none,upper_sec,32.0,2.0,1,matura_hv,15.04,0,40,1,31.6,51.0
708,1980,46,middle,male,fr,second_gen,upper_sec,21.0,4.0,1,compulsory,9.67,1,42,0,,
709,1964,62,older,male,fr,none,compulsory,,3.0,1,compulsory,8.38,2,37,1,43.4,42.0
710,1965,61,older,female,de,first_gen,upper_sec,,4.0,1,vet,11.64,2,46,1,27.8,52.0
711,1966,60,older,female,de,none,compulsory,30.0,2.0,1,compulsory,8.02,2,39,1,25.8,32.0
712,1993,33,younger,female,it,none,upper_sec,38.0,3.0,0,matura_hv,13.5,0,74,1,34.9,69.0
713,1983,43,middle,female,de,none,compulsory,48.0,3.0,1,vet,12.38,0,40,1,52.8,49.0
714,1990,36,younger,female,it,first_gen,upper_sec,33.0,1.0,0,matura_hv,14.57,1,49,1,32.9,52.0
715,1990,36,younger,male,de,first_gen,upper_sec,43.0,2.0,1,tertiary,17.01,1,55,1,34.0,61.0
716,1985,41,middle,male,de,second_gen,upper_sec,37.0,3.0,1,matura_hv,14.45,2,49,1,35.6,71.0
717,1985,41,middle,male,fr,first_gen,compulsory,30.0,1.0,1,vet,11.54,1,39,1,43.9,31.0
718,1974,52,older,female,fr,none,upper_sec,60.0,2.0,0,matura_hv,13.8,0,57,1,43.5,49.0
719,1989,37,younger,female,it,none,compulsory,29.0,2.0,0,matura_hv,15.5,1,52,1,26.0,69.0
720,1978,48,middle,male,fr,none,compulsory,,1.0,1,compulsory,8.37,1,16,1,52.1,26.0
721,1969,57,older,female,it,second_gen,upper_sec,,3.0,0,tertiary,17.11,0,60,1,47.2,53.0
722,1994,32,younger,male,de,none,upper_sec,34.0,2.0,0,matura_hv,14.05,0,41,1,43.1,42.0
723,1968,58,older,female,de,none,upper_sec,,3.0,0,vet,11.3,0,50,1,43.3,48.0
724,1984,42,middle,male,de,first_gen,compulsory,16.0,2.0,1,vet,11.06,1,43,1,35.7,42.0
725,1993,33,younger,female,fr,none,upper_sec,17.0,2.0,1,matura_hv,13.65,2,56,1,28.1,51.0
726,1967,59,older,female,it,none,compulsory,32.0,2.0,0,vet,12.62,1,43,1,27.6,69.0
727,1978,48,middle,male,fr,none,upper_sec,20.0,3.0,0,tertiary,17.5,1,36,1,38.3,46.0
728,1966,60,older,female,fr,none,upper_sec,47.0,2.0,0,vet,12.57,3,36,1,29.9,28.0
729,1983,43,middle,male,it,second_gen,compulsory,,2.0,0,vet,12.99,0,39,1,40.3,48.0
730,1975,51,older,female,it,second_gen,upper_sec,,4.0,0,vet,11.61,2,56,0,,
731,1981,45,middle,female,fr,first_gen,upper_sec,58.0,5.0,0,tertiary,17.69,1,60,1,31.2,50.0
732,1993,33,younger,female,de,none,upper_sec,49.0,2.0,1,tertiary,16.77,0,53,1,40.4,71.0
733,1975,51,older,female,de,none,upper_sec,40.0,4.0,0,vet,12.92,4,40,1,7.4,46.0
734,1973,53,older,female,de,none,upper_sec,30.0,2.0,0,vet,11.67,0,47,1,55.6,34.0
735,1976,50,middle,male,de,none,upper_sec,49.0,3.0,0,vet,12.26,0,36,1,42.2,44.0
736,1975,51,older,male,de,first_gen,upper_sec,53.0,3.0,0,vet,11.77,4,30,1,45.9,42.0
737,1965,61,older,male,fr,none,upper_sec,54.0,3.0,0,matura_hv,13.66,0,54,1,43.7,52.0
738,1990,36,younger,male,it,none,tertiary,56.0,4.0,1,tertiary,18.35,1,58,1,36.4,44.0
739,1981,45,middle,male,de,second_gen,tertiary,77.0,4.0,1,matura_hv,13.7,1,56,1,40.8,50.0
740,1980,46,middle,male,de,first_gen,tertiary,79.0,3.0,1,tertiary,17.27,3,60,1,45.4,42.0
741,1982,44,middle,female,de,none,upper_sec,40.0,3.0,0,tertiary,17.77,2,44,1,35.2,49.0
742,1970,56,older,female,de,none,compulsory,40.0,1.0,1,vet,12.65,2,45,1,26.3,24.0
743,1990,36,younger,male,fr,none,tertiary,58.0,5.0,0,tertiary,17.22,1,63,1,43.5,88.0
744,1993,33,younger,male,fr,none,compulsory,,1.0,1,vet,12.73,3,28,1,48.8,30.0
745,1971,55,older,female,de,second_gen,upper_sec,49.0,4.0,0,matura_hv,13.53,1,51,1,34.0,52.0
746,1982,44,middle,male,fr,none,upper_sec,63.0,,1,tertiary,17.83,1,51,1,51.7,60.0
747,1964,62,older,male,de,first_gen,compulsory,42.0,1.0,0,vet,12.46,1,47,1,34.9,47.0
748,1965,61,older,female,de,none,upper_sec,50.0,5.0,1,vet,11.26,1,49,1,27.3,62.0
749,1976,50,middle,male,de,none,tertiary,44.0,5.0,1,matura_hv,13.87,3,58,1,33.4,66.0
750,1979,47,middle,female,de,none,tertiary,69.0,3.0,1,tertiary,18.45,2,75,1,25.7,69.0
751,1969,57,older,male,de,none,compulsory,45.0,5.0,1,compulsory,9.87,0,60,1,49.7,77.0
752,1993,33,younger,male,de,none,upper_sec,40.0,,0,vet,12.47,1,22,1,43.0,29.0
753,1974,52,older,male,de,none,tertiary,65.0,4.0,1,matura_hv,13.82,2,41,1,51.1,73.0
754,1965,61,older,female,fr,none,upper_sec,19.0,3.0,0,compulsory,9.85,2,28,1,21.9,36.0
755,1981,45,middle,male,fr,none,upper_sec,22.0,2.0,0,vet,12.44,1,33,1,39.9,46.0
756,1965,61,older,female,de,none,upper_sec,64.0,4.0,1,vet,12.36,2,45,1,25.3,36.0
757,1970,56,older,female,de,none,upper_sec,31.0,4.0,0,vet,12.82,2,45,1,17.8,56.0
758,1985,41,middle,female,de,none,upper_sec,28.0,4.0,1,matura_hv,14.48,1,37,1,30.1,45.0
759,1982,44,middle,female,de,none,compulsory,30.0,1.0,1,compulsory,9.65,1,17,1,26.1,16.0
760,1966,60,older,female,de,none,tertiary,81.0,3.0,1,matura_hv,15.07,3,58,1,18.1,58.0
761,1968,58,older,female,de,second_gen,upper_sec,,3.0,0,vet,12.75,1,25,1,18.7,16.0
762,1991,35,younger,male,de,none,tertiary,39.0,3.0,0,matura_hv,15.32,0,53,1,49.5,65.0
763,1989,37,younger,female,de,none,upper_sec,39.0,2.0,0,tertiary,16.58,3,46,1,17.4,45.0
764,1995,31,younger,male,de,none,tertiary,31.0,3.0,1,tertiary,17.5,1,36,1,42.2,58.0
765,1980,46,middle,female,de,none,upper_sec,42.0,3.0,1,matura_hv,15.31,1,46,1,28.7,44.0
766,1986,40,younger,female,fr,none,upper_sec,35.0,1.0,0,vet,12.16,2,45,1,41.0,49.0
767,1965,61,older,female,fr,none,upper_sec,58.0,4.0,1,tertiary,16.93,0,45,1,28.4,60.0
768,1978,48,middle,male,it,none,compulsory,38.0,1.0,0,vet,11.59,2,29,1,44.5,30.0
769,1973,53,older,female,de,none,tertiary,58.0,5.0,0,tertiary,17.08,2,60,1,23.5,72.0
770,1974,52,older,male,de,none,upper_sec,45.0,4.0,1,compulsory,8.11,4,26,1,40.7,26.0
771,1966,60,older,male,de,none,upper_sec,46.0,3.0,0,matura_hv,13.7,0,48,1,39.7,42.0
772,1984,42,middle,female,de,none,upper_sec,28.0,,0,vet,11.68,2,62,1,16.3,34.0
773,1992,34,younger,female,de,none,upper_sec,52.0,4.0,0,vet,11.73,1,37,1,36.8,45.0
774,1981,45,middle,female,de,none,tertiary,78.0,5.0,1,tertiary,17.05,0,64,1,37.8,71.0
775,1984,42,middle,female,de,second_gen,upper_sec,25.0,3.0,0,tertiary,17.05,2,32,1,30.8,46.0
776,1995,31,younger,male,de,first_gen,tertiary,48.0,3.0,1,tertiary,17.6,0,43,1,44.4,59.0
777,1978,48,middle,female,de,none,tertiary,84.0,5.0,0,tertiary,17.17,3,58,1,28.7,63.0
778,1984,42,middle,male,de,first_gen,tertiary,,3.0,0,tertiary,18.39,2,57,1,38.1,59.0
779,1975,51,older,female,de,none,compulsory,35.0,2.0,0,vet,12.45,3,57,1,19.0,53.0
780,1964,62,older,male,fr,none,compulsory,27.0,3.0,1,vet,12.13,2,39,1,36.3,57.0
781,1978,48,middle,female,de,second_gen,compulsory,24.0,3.0,1,vet,11.32,1,20,1,26.5,24.0
782,1988,38,younger,male,de,none,compulsory,34.0,2.0,1,vet,11.5,0,23,1,49.7,34.0
783,1991,35,younger,male,de,none,upper_sec,40.0,4.0,0,vet,11.53,0,38,1,42.3,35.0
784,1996,30,younger,male,de,first_gen,tertiary,,2.0,0,vet,12.52,1,41,1,38.8,37.0
785,1963,63,older,male,de,first_gen,compulsory,,1.0,1,compulsory,8.52,1,29,1,43.0,35.0
786,1985,41,middle,female,de,second_gen,upper_sec,41.0,4.0,0,matura_hv,15.14,1,41,1,33.0,26.0
787,1976,50,middle,female,de,second_gen,compulsory,44.0,1.0,0,compulsory,9.48,2,35,1,25.5,47.0
788,1989,37,younger,male,de,none,tertiary,86.0,5.0,1,tertiary,18.03,3,74,1,39.1,55.0
789,1961,65,older,female,de,none,tertiary,73.0,3.0,1,tertiary,16.71,1,63,1,21.5,61.0
790,1975,51,older,female,de,second_gen,upper_sec,47.0,3.0,1,vet,12.53,1,26,1,30.5,31.0
791,1984,42,middle,female,fr,none,upper_sec,54.0,4.0,1,matura_hv,14.8,2,43,1,26.6,52.0
792,1983,43,middle,female,de,none,upper_sec,69.0,4.0,0,vet,11.52,2,52,1,25.3,55.0
793,1986,40,younger,male,de,none,upper_sec,35.0,3.0,0,matura_hv,15.39,0,40,1,40.7,46.0
794,1991,35,younger,male,de,first_gen,upper_sec,31.0,4.0,0,vet,11.88,1,17,1,39.8,19.0
795,1974,52,older,male,de,first_gen,upper_sec,55.0,1.0,1,vet,11.16,2,44,1,35.4,45.0
796,1995,31,younger,female,de,first_gen,upper_sec,,2.0,1,vet,12.11,1,32,1,34.8,37.0
797,1961,65,older,female,de,none,upper_sec,50.0,4.0,0,matura_hv,15.28,1,41,1,34.0,61.0
798,1978,48,middle,female,de,none,tertiary,50.0,3.0,0,vet,12.55,4,54,0,,
799,1967,59,older,male,de,none,tertiary,51.0,3.0,1,tertiary,18.48,1,32,1,46.1,60.0
800,1987,39,younger,male,fr,first_gen,upper_sec,,1.0,0,tertiary,18.1,0,45,1,48.8,50.0
801,1990,36,younger,male,it,none,compulsory,,3.0,1,vet,12.16,0,54,1,34.6,46.0
802,1961,65,older,male,it,first_gen,compulsory,46.0,2.0,0,compulsory,9.15,2,39,1,48.2,26.0
803,1987,39,younger,male,it,second_gen,tertiary,39.0,4.0,0,vet,11.03,2,45,1,40.9,55.0
804,1972,54,older,male,de,second_gen,upper_sec,35.0,4.0,1,tertiary,18.13,1,43,1,36.6,57.0
805,1966,60,older,male,it,first_gen,compulsory,,4.0,1,compulsory,9.98,0,22,1,46.3,37.0
806,1980,46,middle,female,de,first_gen,tertiary,69.0,5.0,0,vet,11.49,1,55,1,32.9,73.0
807,1961,65,older,male,de,second_gen,compulsory,17.0,2.0,0,compulsory,8.48,2,41,1,43.9,32.0
808,1990,36,younger,female,fr,none,tertiary,64.0,4.0,0,tertiary,17.36,2,73,1,31.7,73.0
809,1961,65,older,male,de,none,compulsory,19.0,1.0,0,vet,11.83,0,37,1,40.3,39.0
810,1964,62,older,male,de,none,upper_sec,49.0,2.0,1,vet,12.62,1,43,1,45.5,46.0
811,1991,35,younger,male,de,none,upper_sec,46.0,2.0,1,tertiary,18.29,0,49,1,36.5,63.0
812,1996,30,younger,female,fr,second_gen,compulsory,16.0,2.0,1,vet,11.27,3,35,0,,
813,1988,38,younger,female,de,none,upper_sec,41.0,,1,vet,11.63,0,33,0,,
814,1967,59,older,male,de,none,upper_sec,57.0,4.0,0,matura_hv,14.19,2,67,1,38.1,65.0
815,1968,58,older,female,de,none,tertiary,53.0,3.0,0,tertiary,18.05,3,53,1,22.2,43.0
816,1995,31,younger,female,de,none,tertiary,50.0,4.0,1,matura_hv,14.99,1,48,1,33.1,40.0
817,1993,33,younger,female,de,none,tertiary,60.0,5.0,1,tertiary,16.94,0,54,1,45.0,60.0
818,1981,45,middle,female,de,none,upper_sec,49.0,3.0,1,vet,12.23,2,49,1,24.2,46.0
819,1994,32,younger,female,de,none,tertiary,70.0,4.0,1,matura_hv,15.3,0,59,1,47.6,81.0
820,1978,48,middle,female,de,none,upper_sec,49.0,3.0,0,tertiary,17.12,0,51,1,41.6,59.0
821,1982,44,middle,male,de,none,upper_sec,40.0,2.0,1,vet,11.22,2,48,1,44.7,55.0
822,1965,61,older,male,de,first_gen,upper_sec,,4.0,1,matura_hv,13.64,2,46,1,30.5,52.0
823,1963,63,older,male,de,second_gen,compulsory,33.0,1.0,0,compulsory,9.32,1,36,1,37.6,47.0
824,1980,46,middle,male,de,first_gen,upper_sec,,1.0,1,matura_hv,14.06,1,24,1,31.4,17.0
825,1988,38,younger,female,de,none,tertiary,61.0,3.0,0,tertiary,18.02,1,65,1,49.6,61.0
826,1978,48,middle,male,de,none,compulsory,,1.0,0,vet,12.04,1,46,1,40.8,46.0
827,1983,43,middle,male,de,first_gen,upper_sec,,,1,matura_hv,15.03,0,35,1,38.7,43.0
828,1972,54,older,male,it,none,upper_sec,58.0,3.0,1,compulsory,9.06,0,41,1,49.4,42.0
829,1973,53,older,male,de,none,upper_sec,,2.0,1,vet,11.04,0,45,1,41.2,60.0
830,1986,40,younger,female,it,second_gen,tertiary,76.0,4.0,0,tertiary,18.41,2,53,1,37.1,69.0
831,1965,61,older,female,de,none,compulsory,,1.0,0,compulsory,9.66,2,40,1,20.2,39.0
832,1965,61,older,male,de,none,upper_sec,59.0,3.0,1,tertiary,17.02,1,71,1,41.1,84.0
833,1977,49,middle,male,it,none,compulsory,16.0,1.0,0,compulsory,9.69,4,35,1,33.7,16.0
834,1977,49,middle,male,de,second_gen,upper_sec,,1.0,0,vet,11.6,0,52,1,30.4,40.0
835,1970,56,older,male,de,none,tertiary,65.0,2.0,1,tertiary,17.88,2,60,1,48.6,66.0
836,1993,33,younger,female,de,none,tertiary,58.0,3.0,1,tertiary,17.09,1,53,1,31.2,54.0
837,1990,36,younger,male,de,second_gen,upper_sec,33.0,2.0,0,vet,11.34,0,27,1,48.8,30.0
